model_name,image_stem,score,pred_box,best_iou,matched_gt_index,is_tp,is_fp,iou_threshold,cum_tp,cum_fp,precision_curve,recall_curve
FasterRCNN,Cars211,0.7398257255554199,"[136.30059814453125, 38.97509002685547, 375.4015197753906, 253.29348754882812]",0.5698713581198597,0,1,0,0.5,51,2,0.9622641509433962,0.7183098591549296
FasterRCNN,Cars282,0.7292097210884094,"[164.44493103027344, 141.41668701171875, 317.11846923828125, 202.5429229736328]",0.0,-1,0,1,0.5,51,3,0.9444444444444444,0.7183098591549296
FasterRCNN,Cars102,0.7292097210884094,"[164.44493103027344, 141.41668701171875, 317.11846923828125, 202.5429229736328]",0.0,-1,0,1,0.5,51,4,0.9272727272727272,0.7183098591549296
FasterRCNN,Cars106,0.7266389727592468,"[139.07395935058594, 78.5970230102539, 165.02798461914062, 87.87715911865234]",0.445248933240985,-1,0,1,0.5,51,5,0.9107142857142857,0.7183098591549296
FasterRCNN,Cars289,0.7001255750656128,"[165.37680053710938, 137.8978271484375, 264.5858154296875, 172.81192016601562]",0.8628737579156602,0,1,0,0.5,52,5,0.9122807017543859,0.7323943661971831
FasterRCNN,Cars247,0.6780567765235901,"[160.31825256347656, 13.600357055664062, 304.3781433105469, 150.31021118164062]",0.8637764534257085,0,1,0,0.5,53,5,0.9137931034482759,0.7464788732394366
FasterRCNN,Cars43,0.6459417939186096,"[147.6686248779297, 110.03680419921875, 313.18182373046875, 164.77932739257812]",0.8589208853467608,0,1,0,0.5,54,5,0.9152542372881356,0.7605633802816901
FasterRCNN,Cars274,0.6440152525901794,"[195.2735595703125, 144.83206176757812, 254.75836181640625, 170.85821533203125]",0.736357714740223,0,1,0,0.5,55,5,0.9166666666666666,0.7746478873239436
FasterRCNN,Cars277,0.6425265073776245,"[133.70677185058594, 216.48777770996094, 151.96578979492188, 225.6055908203125]",0.7239191609267636,1,1,0,0.5,56,5,0.9180327868852459,0.7887323943661971
FasterRCNN,Cars128,0.606876790523529,"[185.26785278320312, 68.03546905517578, 304.8107604980469, 150.57769775390625]",0.0,-1,0,1,0.5,56,6,0.9032258064516129,0.7887323943661971
FasterRCNN,Cars420,0.5832324028015137,"[109.74164581298828, 186.26351928710938, 160.4503631591797, 213.82228088378906]",0.8420222675944269,0,1,0,0.5,57,6,0.9047619047619048,0.8028169014084507
FasterRCNN,Cars62,0.4779468774795532,"[155.99252319335938, 116.82801818847656, 239.66046142578125, 157.9624786376953]",0.8071967358125118,0,1,0,0.5,58,6,0.90625,0.8169014084507042
FasterRCNN,Cars247,0.46073752641677856,"[65.01766204833984, 28.44236946105957, 299.5599060058594, 169.43338012695312]",0.0,-1,0,1,0.5,58,7,0.8923076923076924,0.8169014084507042
FasterRCNN,Cars70,0.39793795347213745,"[181.8367156982422, 116.2300033569336, 208.6851806640625, 135.77511596679688]",0.6558538679674826,0,1,0,0.5,59,7,0.8939393939393939,0.8309859154929577
FasterRCNN,Cars83,0.38592496514320374,"[273.3673400878906, 366.73388671875, 446.1709899902344, 407.8679504394531]",0.0,-1,0,1,0.5,59,8,0.8805970149253731,0.8309859154929577
FasterRCNN,Cars211,0.34671327471733093,"[15.575034141540527, 35.65906524658203, 286.89544677734375, 251.54971313476562]",0.0,-1,0,1,0.5,59,9,0.8676470588235294,0.8309859154929577
FasterRCNN,Cars277,0.31547847390174866,"[86.9924545288086, 109.01183319091797, 183.43853759765625, 138.6251983642578]",0.0,-1,0,1,0.5,59,10,0.855072463768116,0.8309859154929577
FasterRCNN,Cars247,0.30335408449172974,"[191.61985778808594, 25.02291488647461, 292.70526123046875, 114.88935852050781]",0.0,-1,0,1,0.5,59,11,0.8428571428571429,0.8309859154929577
FasterRCNN,Cars247,0.27971217036247253,"[235.582275390625, 19.806724548339844, 320.5272216796875, 108.99886322021484]",0.0,-1,0,1,0.5,59,12,0.8309859154929577,0.8309859154929577
FasterRCNN,Cars98,0.27161574363708496,"[7.412060737609863, 371.72784423828125, 174.36575317382812, 400.0]",0.0,-1,0,1,0.5,59,13,0.8194444444444444,0.8309859154929577
FasterRCNN,Cars367,0.26663145422935486,"[10.193891525268555, 157.73818969726562, 192.58375549316406, 203.6857147216797]",0.0,-1,0,1,0.5,59,14,0.8082191780821918,0.8309859154929577
FasterRCNN,Cars14,0.2595348060131073,"[103.8136978149414, 109.01970672607422, 302.5404968261719, 159.05116271972656]",0.6318913209433867,0,1,0,0.5,60,14,0.8108108108108109,0.8450704225352113
FasterRCNN,Cars161,0.2586846351623535,"[4.936469554901123, 0.5151979327201843, 212.7620849609375, 33.2927360534668]",0.0,-1,0,1,0.5,60,15,0.8,0.8450704225352113
FasterRCNN,Cars260,0.23809029161930084,"[10.02348804473877, 199.53451538085938, 79.6229019165039, 236.4211883544922]",0.0,-1,0,1,0.5,60,16,0.7894736842105263,0.8450704225352113
FasterRCNN,Cars126,0.23316112160682678,"[81.15629577636719, 76.62266540527344, 326.58123779296875, 204.84512329101562]",0.0,-1,0,1,0.5,60,17,0.7792207792207793,0.8450704225352113
FasterRCNN,Cars359,0.2145521491765976,"[250.16188049316406, 39.720706939697266, 287.58599853515625, 53.19647979736328]",0.0,-1,0,1,0.5,60,18,0.7692307692307693,0.8450704225352113
FasterRCNN,Cars196,0.20544511079788208,"[104.52538299560547, 128.5735321044922, 144.01275634765625, 144.2236328125]",0.4517678476833035,-1,0,1,0.5,60,19,0.759493670886076,0.8450704225352113
FasterRCNN,Cars128,0.20297841727733612,"[223.96922302246094, 58.08342361450195, 307.1860656738281, 126.85094451904297]",0.0,-1,0,1,0.5,60,20,0.75,0.8450704225352113
FasterRCNN,Cars260,0.1854749619960785,"[177.38804626464844, 111.7370834350586, 231.91140747070312, 129.0465545654297]",0.8655524874515242,0,1,0,0.5,61,20,0.7530864197530864,0.8591549295774648
FasterRCNN,Cars128,0.17047522962093353,"[102.66996002197266, 83.45603942871094, 231.80911254882812, 160.60833740234375]",0.0,-1,0,1,0.5,61,21,0.7439024390243902,0.8591549295774648
FasterRCNN,Cars64,0.16905881464481354,"[192.04440307617188, 191.47381591796875, 309.8717956542969, 223.25685119628906]",0.0,-1,0,1,0.5,61,22,0.7349397590361446,0.8591549295774648
FasterRCNN,Cars126,0.16585864126682281,"[359.48297119140625, 46.113346099853516, 383.71685791015625, 71.69954681396484]",0.0,-1,0,1,0.5,61,23,0.7261904761904762,0.8591549295774648
FasterRCNN,Cars277,0.16190575063228607,"[8.457562446594238, 261.11419677734375, 192.22921752929688, 290.67681884765625]",0.0,-1,0,1,0.5,61,24,0.7176470588235294,0.8591549295774648
FasterRCNN,Cars211,0.1498546302318573,"[133.15353393554688, 60.46803665161133, 224.3677978515625, 166.89932250976562]",0.0,-1,0,1,0.5,61,25,0.7093023255813954,0.8591549295774648
FasterRCNN,Cars236,0.14830061793327332,"[231.81068420410156, 109.3727798461914, 244.47537231445312, 115.61703491210938]",0.22530354100095104,-1,0,1,0.5,61,26,0.7011494252873564,0.8591549295774648
FasterRCNN,Cars98,0.14673727750778198,"[66.23133087158203, 162.947021484375, 294.3878479003906, 285.28436279296875]",0.0,-1,0,1,0.5,61,27,0.6931818181818182,0.8591549295774648
FasterRCNN,Cars113,0.14622396230697632,"[124.34571075439453, 92.46255493164062, 347.6180114746094, 200.21539306640625]",0.0,-1,0,1,0.5,61,28,0.6853932584269663,0.8591549295774648
FasterRCNN,Cars247,0.13754059374332428,"[198.50643920898438, 2.6428747177124023, 360.72686767578125, 127.08760833740234]",0.0,-1,0,1,0.5,61,29,0.6777777777777778,0.8591549295774648
FasterRCNN,Cars77,0.13335101306438446,"[325.19903564453125, 4.610826015472412, 396.20501708984375, 24.70339584350586]",0.0,-1,0,1,0.5,61,30,0.6703296703296703,0.8591549295774648
FasterRCNN,Cars236,0.12029717862606049,"[227.20257568359375, 109.59378814697266, 239.70997619628906, 115.46637725830078]",0.2092616070138869,-1,0,1,0.5,61,31,0.6630434782608695,0.8591549295774648
FasterRCNN,Cars126,0.11326457560062408,"[150.7852020263672, 89.962158203125, 287.2307434082031, 165.47711181640625]",0.0,-1,0,1,0.5,61,32,0.6559139784946236,0.8591549295774648
FasterRCNN,Cars128,0.1114564836025238,"[165.60313415527344, 43.171573638916016, 352.9206848144531, 154.2387237548828]",0.0,-1,0,1,0.5,61,33,0.648936170212766,0.8591549295774648
FasterRCNN,Cars136,0.1092858761548996,"[319.5155944824219, 0.0, 378.8235168457031, 35.894996643066406]",0.0,-1,0,1,0.5,61,34,0.6421052631578947,0.8591549295774648
FasterRCNN,Cars322,0.10853288322687149,"[293.28900146484375, 258.68450927734375, 338.7312927246094, 292.21954345703125]",0.0,-1,0,1,0.5,61,35,0.6354166666666666,0.8591549295774648
FasterRCNN,Cars351,0.1071813553571701,"[256.2283630371094, 30.924724578857422, 377.3812255859375, 149.055419921875]",0.0,-1,0,1,0.5,61,36,0.6288659793814433,0.8591549295774648
FasterRCNN,Cars367,0.10359881073236465,"[220.47547912597656, 122.56999206542969, 385.9618225097656, 259.2464599609375]",0.0,-1,0,1,0.5,61,37,0.6224489795918368,0.8591549295774648
FasterRCNN,Cars225,0.10326191037893295,"[173.60313415527344, 144.87069702148438, 412.6778564453125, 228.2313232421875]",0.0,-1,0,1,0.5,61,38,0.6161616161616161,0.8591549295774648
FasterRCNN,Cars236,0.10291849821805954,"[230.68263244628906, 108.74809265136719, 238.12033081054688, 116.56946563720703]",0.16573507995165598,-1,0,1,0.5,61,39,0.61,0.8591549295774648
FasterRCNN,Cars349,0.09996823966503143,"[222.20594787597656, 99.36888122558594, 265.8019714355469, 142.89280700683594]",0.0,-1,0,1,0.5,61,40,0.6039603960396039,0.8591549295774648
FasterRCNN,Cars0,0.08245156705379486,"[172.54327392578125, 108.23097229003906, 432.3543701171875, 200.01100158691406]",0.0,-1,0,1,0.5,61,41,0.5980392156862745,0.8591549295774648
FasterRCNN,Cars351,0.08214365690946579,"[99.76239776611328, 32.04098129272461, 154.9051971435547, 100.30731964111328]",0.0,-1,0,1,0.5,61,42,0.5922330097087378,0.8591549295774648
FasterRCNN,Cars102,0.08024000376462936,"[73.46599578857422, 138.9408416748047, 234.75808715820312, 197.98153686523438]",0.0,-1,0,1,0.5,61,43,0.5865384615384616,0.8591549295774648
FasterRCNN,Cars282,0.08024000376462936,"[73.46599578857422, 138.9408416748047, 234.75808715820312, 197.98153686523438]",0.0,-1,0,1,0.5,61,44,0.580952380952381,0.8591549295774648
FasterRCNN,Cars128,0.08013740181922913,"[109.35362243652344, 12.920963287353516, 375.5599670410156, 182.87530517578125]",0.0,-1,0,1,0.5,61,45,0.5754716981132075,0.8591549295774648
FasterRCNN,Cars65,0.07722771167755127,"[144.4410858154297, 192.1672821044922, 313.18255615234375, 262.29852294921875]",0.0,-1,0,1,0.5,61,46,0.5700934579439252,0.8591549295774648
FasterRCNN,Cars247,0.07706980407238007,"[176.15931701660156, 37.65278625488281, 257.0690612792969, 144.5995330810547]",0.0,-1,0,1,0.5,61,47,0.5648148148148148,0.8591549295774648
FasterRCNN,Cars351,0.07693251967430115,"[266.8025207519531, 68.3656234741211, 351.03753662109375, 105.25726318359375]",0.0,-1,0,1,0.5,61,48,0.5596330275229358,0.8591549295774648
FasterRCNN,Cars43,0.07612956315279007,"[127.5839614868164, 80.899169921875, 404.9847412109375, 173.00262451171875]",0.0,-1,0,1,0.5,61,49,0.5545454545454546,0.8591549295774648
FasterRCNN,Cars277,0.07602415978908539,"[131.7827606201172, 210.70376586914062, 153.0130615234375, 226.9547576904297]",0.0,-1,0,1,0.5,61,50,0.5495495495495496,0.8591549295774648
FasterRCNN,Cars426,0.07511325925588608,"[10.159187316894531, 111.03346252441406, 39.44902038574219, 120.4921646118164]",0.0,-1,0,1,0.5,61,51,0.5446428571428571,0.8591549295774648
FasterRCNN,Cars12,0.075066938996315,"[86.7691650390625, 65.90052795410156, 301.144287109375, 124.17366790771484]",0.0,-1,0,1,0.5,61,52,0.5398230088495575,0.8591549295774648
FasterRCNN,Cars167,0.07489149272441864,"[176.0640869140625, 226.87225341796875, 321.4882507324219, 313.6038818359375]",0.0,-1,0,1,0.5,61,53,0.5350877192982456,0.8591549295774648
FasterRCNN,Cars120,0.07399415969848633,"[154.567626953125, 156.99606323242188, 249.92449951171875, 207.3514862060547]",0.0,-1,0,1,0.5,61,54,0.5304347826086957,0.8591549295774648
FasterRCNN,Cars359,0.07379380613565445,"[228.3225555419922, 222.6941375732422, 266.1240234375, 246.8843994140625]",0.0,-1,0,1,0.5,61,55,0.5258620689655172,0.8591549295774648
FasterRCNN,Cars313,0.06892605870962143,"[115.24250793457031, 78.01849365234375, 295.3965759277344, 157.76109313964844]",0.0,-1,0,1,0.5,61,56,0.5213675213675214,0.8591549295774648
FasterRCNN,Cars113,0.06532644480466843,"[195.37355041503906, 8.01739501953125, 229.3253173828125, 23.505117416381836]",0.0,-1,0,1,0.5,61,57,0.5169491525423728,0.8591549295774648
FasterRCNN,Cars102,0.0647377297282219,"[231.95230102539062, 144.96966552734375, 306.1690368652344, 197.42909240722656]",0.0,-1,0,1,0.5,61,58,0.5126050420168067,0.8591549295774648
FasterRCNN,Cars282,0.0647377297282219,"[231.95230102539062, 144.96966552734375, 306.1690368652344, 197.42909240722656]",0.0,-1,0,1,0.5,61,59,0.5083333333333333,0.8591549295774648
FasterRCNN,Cars236,0.06360689550638199,"[234.3779754638672, 109.11510467529297, 240.69691467285156, 116.1667251586914]",0.12694803749123573,-1,0,1,0.5,61,60,0.5041322314049587,0.8591549295774648
FasterRCNN,Cars349,0.059018999338150024,"[50.41405487060547, 213.71218872070312, 183.39439392089844, 255.15023803710938]",0.0,-1,0,1,0.5,61,61,0.5,0.8591549295774648
FasterRCNN,Cars211,0.05866174399852753,"[8.398392677307129, 263.90924072265625, 192.44252014160156, 294.9710998535156]",0.0,-1,0,1,0.5,61,62,0.4959349593495935,0.8591549295774648
FasterRCNN,Cars53,0.05863397940993309,"[136.00672912597656, 160.1883544921875, 249.20799255371094, 227.29466247558594]",0.0,-1,0,1,0.5,61,63,0.49193548387096775,0.8591549295774648
FasterRCNN,Cars277,0.058072060346603394,"[138.64724731445312, 216.09844970703125, 146.77029418945312, 225.25282287597656]",0.0,-1,0,1,0.5,61,64,0.488,0.8591549295774648
FasterRCNN,Cars14,0.05652827024459839,"[329.6702880859375, 24.59614372253418, 396.77838134765625, 82.343505859375]",0.0,-1,0,1,0.5,61,65,0.48412698412698413,0.8591549295774648
FasterRCNN,Cars182,0.05634604021906853,"[150.57296752929688, 108.09866333007812, 251.6814727783203, 167.9754638671875]",0.0,-1,0,1,0.5,61,66,0.48031496062992124,0.8591549295774648
FasterRCNN,Cars77,0.05416731536388397,"[202.95726013183594, 152.47500610351562, 330.20477294921875, 187.13198852539062]",0.0,-1,0,1,0.5,61,67,0.4765625,0.8591549295774648
FasterRCNN,Cars0,0.05239401385188103,"[304.4816589355469, 123.74678802490234, 397.2704162597656, 175.1173858642578]",0.0,-1,0,1,0.5,61,68,0.4728682170542636,0.8591549295774648
FasterRCNN,Cars161,0.05097568780183792,"[164.47515869140625, 223.0807342529297, 244.2298126220703, 263.7445068359375]",0.0,-1,0,1,0.5,61,69,0.46923076923076923,0.8591549295774648
FasterRCNN,Cars247,0.05067240074276924,"[225.4268341064453, 10.373682022094727, 291.41400146484375, 97.83981323242188]",0.0,-1,0,1,0.5,61,70,0.46564885496183206,0.8591549295774648
FasterRCNN,Cars247,0.0504068098962307,"[206.61196899414062, 15.34559154510498, 304.7525939941406, 71.37055206298828]",0.0,-1,0,1,0.5,61,71,0.4621212121212121,0.8591549295774648
RetinaNet,Cars420,0.994163453578949,"[109.86454010009766, 187.96676635742188, 160.40916442871094, 209.06869506835938]",0.8079248792122705,0,1,0,0.5,1,0,1.0,0.014084507042253521
RetinaNet,Cars274,0.9894145727157593,"[196.52508544921875, 147.3701171875, 253.55482482910156, 165.76348876953125]",0.7620966960142452,0,1,0,0.5,2,0,1.0,0.028169014084507043
RetinaNet,Cars254,0.9875890612602234,"[166.8808135986328, 176.05335998535156, 232.40798950195312, 205.16419982910156]",0.8639271391009021,0,1,0,0.5,3,0,1.0,0.04225352112676056
RetinaNet,Cars70,0.9817874431610107,"[180.42959594726562, 116.47706604003906, 210.6951141357422, 131.82244873046875]",0.7588822858273417,0,1,0,0.5,4,0,1.0,0.056338028169014086
RetinaNet,Cars83,0.9785299897193909,"[251.21287536621094, 296.3097839355469, 328.0528564453125, 332.1265869140625]",0.7602143802810428,0,1,0,0.5,5,0,1.0,0.07042253521126761
RetinaNet,Cars313,0.9784246683120728,"[178.04202270507812, 210.7074432373047, 247.1861114501953, 244.3911590576172]",0.8614195409927763,0,1,0,0.5,6,0,1.0,0.08450704225352113
RetinaNet,Cars345,0.9748579859733582,"[173.45285034179688, 145.63613891601562, 243.0072021484375, 180.7765655517578]",0.8469056122168597,0,1,0,0.5,7,0,1.0,0.09859154929577464
RetinaNet,Cars356,0.9736818671226501,"[247.37318420410156, 220.09329223632812, 359.79840087890625, 267.89453125]",0.7405352974281643,0,1,0,0.5,8,0,1.0,0.11267605633802817
RetinaNet,Cars351,0.9729728698730469,"[253.6228485107422, 57.715476989746094, 357.19891357421875, 119.97913360595703]",0.6690553531248705,0,1,0,0.5,9,0,1.0,0.1267605633802817
RetinaNet,Cars304,0.9700783491134644,"[144.47872924804688, 116.1522216796875, 218.5878448486328, 148.0382080078125]",0.7121887422633268,0,1,0,0.5,10,0,1.0,0.14084507042253522
RetinaNet,Cars92,0.9521933197975159,"[278.0657653808594, 190.0103759765625, 392.9609069824219, 266.0494384765625]",0.8638560941553723,0,1,0,0.5,11,0,1.0,0.15492957746478872
